['ArcConsistency', 'NKD', 'ForwardChecking', 'None', 'None'] avg time: 0.4295111894607544s
['ForwardChecking', 'NKD', 'ArcConsistency', 'None', 'None'] avg time: 0.43102225065231325s
['ArcConsistency', 'ForwardChecking', 'NKD', 'None', 'None'] avg time: 0.43145138025283813s
['ForwardChecking', 'ArcConsistency', 'NKD', 'None', 'None'] avg time: 0.4333595871925354s
['NKD', 'ArcConsistency', 'ForwardChecking', 'None', 'None'] avg time: 0.43458240032196044s
['NKD', 'ForwardChecking', 'ArcConsistency', 'None', 'None'] avg time: 0.43576329946517944s
['ArcConsistency', 'None', 'LCV'] avg time: 0.448662531375885s
['NKT', 'ArcConsistency', 'DH', 'None'] avg time: 0.45276846885681155s
['ForwardChecking', 'ArcConsistency', 'None', 'LCV'] avg time: 0.4528783202171326s
['ArcConsistency', 'ForwardChecking', 'None', 'LCV'] avg time: 0.4598693251609802s
['ArcConsistency', 'NKT', 'DH', 'None'] avg time: 0.46178982257843015s
['ForwardChecking', 'ArcConsistency', 'NKT', 'DH', 'None'] avg time: 0.46389055252075195s
['ArcConsistency', 'ForwardChecking', 'NKT', 'DH', 'None'] avg time: 0.4644952654838562s
['ArcConsistency', 'NKT', 'ForwardChecking', 'DH', 'None'] avg time: 0.4650912404060364s
['NKT', 'ForwardChecking', 'ArcConsistency', 'DH', 'None'] avg time: 0.4651045560836792s
['NKT', 'ArcConsistency', 'ForwardChecking', 'DH', 'None'] avg time: 0.46554591655731203s
['ForwardChecking', 'NKT', 'ArcConsistency', 'DH', 'None'] avg time: 0.4739986419677734s
['ForwardChecking', 'MRV', 'None'] avg time: 0.4874464273452759s
['ArcConsistency', 'None', 'None'] avg time: 0.49762301445007323s
['ForwardChecking', 'NKT', 'DH', 'None'] avg time: 0.5048534154891968s
['NKT', 'ForwardChecking', 'DH', 'None'] avg time: 0.5060899376869201s
['ForwardChecking', 'ArcConsistency', 'None', 'None'] avg time: 0.5564096212387085s
['ArcConsistency', 'ForwardChecking', 'None', 'None'] avg time: 0.5631594061851501s
['ForwardChecking', 'None', 'LCV'] avg time: 0.582809317111969s
['ForwardChecking', 'None', 'None'] avg time: 0.6124519228935241s
['NKT', 'DH', 'None'] avg time: 0.6704395055770874s
['NKT', 'DH', 'LCV'] avg time: 0.6943472981452942s
['ArcConsistency', 'DH', 'LCV'] avg time: 8.953698706626891s
['ArcConsistency', 'DH', 'None'] avg time: 10.737040066719056s
['ArcConsistency', 'ForwardChecking', 'DH', 'LCV'] avg time: 15.034619772434235s
['ForwardChecking', 'ArcConsistency', 'DH', 'LCV'] avg time: 15.25761126279831s
['ForwardChecking', 'ArcConsistency', 'DH', 'None'] avg time: 17.481104803085326s
['ArcConsistency', 'ForwardChecking', 'DH', 'None'] avg time: 17.789054799079896s
['ForwardChecking', 'DH', 'LCV'] avg time: 18.999262607097627s
['ForwardChecking', 'DH', 'None'] avg time: 24.70683534145355s
['None', 'DH', 'LCV'] avg time: infs
['None', 'DH', 'None'] avg time: infs
['None', 'MRV', 'LCV'] avg time: infs
['None', 'MRV', 'None'] avg time: infs
['None', 'None', 'LCV'] avg time: infs
['None', 'None', 'None'] avg time: infs
Start Testing PE4.txt
['NKD', 'None', 'None'] avg time: 0.02849971055984497s
['NKD', 'MRV', 'None'] avg time: 0.028728997707366942s
['NKD', 'MRV', 'LCV'] avg time: 0.029060840606689453s
['NKD', 'None', 'LCV'] avg time: 0.029085028171539306s
['NKT', 'NKD', 'None', 'None'] avg time: 0.03190470933914184s
['NKD', 'NKT', 'MRV', 'LCV'] avg time: 0.032547152042388915s
['NKD', 'NKT', 'None', 'None'] avg time: 0.03259707689285278s
['NKT', 'NKD', 'MRV', 'LCV'] avg time: 0.03284269571304321s
['NKT', 'NKD', 'MRV', 'None'] avg time: 0.03512451648712158s
['NKD', 'NKT', 'MRV', 'None'] avg time: 0.03522900342941284s
['NKT', 'MRV', 'LCV'] avg time: 0.03528729677200317s
['NKT', 'NKD', 'None', 'LCV'] avg time: 0.035362422466278076s
['NKT', 'None', 'None'] avg time: 0.03557122945785522s
['NKD', 'NKT', 'None', 'LCV'] avg time: 0.035746288299560544s
['NKT', 'MRV', 'None'] avg time: 0.03909353017807007s
['NKT', 'None', 'LCV'] avg time: 0.03941497802734375s
['NKD', 'ForwardChecking', 'ArcConsistency', 'MRV', 'None'] avg time: 0.05302294492721558s
['ArcConsistency', 'NKD', 'ForwardChecking', 'MRV', 'None'] avg time: 0.05313100814819336s
['ForwardChecking', 'NKD', 'ArcConsistency', 'None', 'None'] avg time: 0.05315154790878296s
['ArcConsistency', 'ForwardChecking', 'NKD', 'None', 'None'] avg time: 0.0531940221786499s
['ArcConsistency', 'ForwardChecking', 'NKD', 'MRV', 'None'] avg time: 0.053223049640655516s
['ForwardChecking', 'ArcConsistency', 'NKD', 'MRV', 'LCV'] avg time: 0.053679466247558594s
['NKD', 'ArcConsistency', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.05378005504608154s
['ArcConsistency', 'NKD', 'ForwardChecking', 'None', 'None'] avg time: 0.053785622119903564s
['ForwardChecking', 'NKD', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.05381176471710205s
['NKD', 'ForwardChecking', 'ArcConsistency', 'None', 'None'] avg time: 0.05398606061935425s
['NKD', 'ArcConsistency', 'ForwardChecking', 'None', 'None'] avg time: 0.05401722192764282s
['NKD', 'ArcConsistency', 'ForwardChecking', 'MRV', 'None'] avg time: 0.054037737846374514s
['NKD', 'ForwardChecking', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.05416243076324463s
['ArcConsistency', 'ForwardChecking', 'NKD', 'None', 'LCV'] avg time: 0.05418001413345337s
['NKD', 'ForwardChecking', 'ArcConsistency', 'None', 'LCV'] avg time: 0.05423041582107544s
['NKD', 'ArcConsistency', 'ForwardChecking', 'None', 'LCV'] avg time: 0.05433598756790161s
['ArcConsistency', 'ForwardChecking', 'NKD', 'MRV', 'LCV'] avg time: 0.05451172590255737s
['ForwardChecking', 'NKD', 'ArcConsistency', 'MRV', 'None'] avg time: 0.05460360050201416s
['ForwardChecking', 'NKD', 'ArcConsistency', 'None', 'LCV'] avg time: 0.05461243391036987s
['ForwardChecking', 'ArcConsistency', 'NKD', 'MRV', 'None'] avg time: 0.05462191104888916s
['ForwardChecking', 'ArcConsistency', 'NKD', 'None', 'LCV'] avg time: 0.05462328195571899s
['ArcConsistency', 'NKD', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.055101215839385986s
['ArcConsistency', 'NKD', 'ForwardChecking', 'None', 'LCV'] avg time: 0.05522100925445557s
['NKD', 'NKT', 'DH', 'LCV'] avg time: 0.05625172853469849s
['NKT', 'NKD', 'DH', 'LCV'] avg time: 0.05639482736587524s
['ForwardChecking', 'ArcConsistency', 'NKD', 'None', 'None'] avg time: 0.056819808483123777s
['ForwardChecking', 'NKT', 'NKD', 'ArcConsistency', 'MRV', 'None'] avg time: 0.05994333028793335s
['NKT', 'ForwardChecking', 'ArcConsistency', 'NKD', 'None', 'None'] avg time: 0.06011054515838623s
['NKD', 'ForwardChecking', 'NKT', 'ArcConsistency', 'None', 'None'] avg time: 0.060204923152923584s
['NKD', 'ArcConsistency', 'ForwardChecking', 'NKT', 'MRV', 'None'] avg time: 0.06022665500640869s
['NKT', 'ForwardChecking', 'ArcConsistency', 'NKD', 'MRV', 'LCV'] avg time: 0.06023895740509033s
['NKD', 'ForwardChecking', 'ArcConsistency', 'NKT', 'MRV', 'None'] avg time: 0.06027224063873291s
['NKD', 'NKT', 'ForwardChecking', 'ArcConsistency', 'None', 'None'] avg time: 0.060282778739929196s
['ForwardChecking', 'NKD', 'ArcConsistency', 'NKT', 'MRV', 'None'] avg time: 0.06030049324035645s
['ArcConsistency', 'NKD', 'ForwardChecking', 'NKT', 'MRV', 'None'] avg time: 0.0603476881980896s
['NKD', 'ForwardChecking', 'ArcConsistency', 'NKT', 'None', 'None'] avg time: 0.06036561727523804s
['ArcConsistency', 'ForwardChecking', 'NKT', 'NKD', 'MRV', 'None'] avg time: 0.060370910167694095s
['NKD', 'NKT', 'ArcConsistency', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.06037214994430542s
['ArcConsistency', 'ForwardChecking', 'NKD', 'NKT', 'MRV', 'None'] avg time: 0.060379433631896975s
['NKT', 'ForwardChecking', 'NKD', 'ArcConsistency', 'None', 'None'] avg time: 0.06043894290924072s
['ArcConsistency', 'ForwardChecking', 'NKD', 'NKT', 'MRV', 'LCV'] avg time: 0.060446858406066895s
['NKT', 'ArcConsistency', 'ForwardChecking', 'NKD', 'None', 'None'] avg time: 0.060504353046417235s
['ArcConsistency', 'ForwardChecking', 'NKT', 'NKD', 'None', 'None'] avg time: 0.060538744926452635s
['ArcConsistency', 'NKD', 'ForwardChecking', 'NKT', 'MRV', 'LCV'] avg time: 0.06053932905197144s
['NKD', 'ArcConsistency', 'ForwardChecking', 'NKT', 'MRV', 'LCV'] avg time: 0.06054465770721436s
['NKD', 'ArcConsistency', 'NKT', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.060550498962402347s
['NKD', 'NKT', 'ArcConsistency', 'ForwardChecking', 'MRV', 'None'] avg time: 0.06055386066436767s
['ArcConsistency', 'NKT', 'ForwardChecking', 'NKD', 'MRV', 'LCV'] avg time: 0.06055701971054077s
['NKT', 'NKD', 'ArcConsistency', 'ForwardChecking', 'None', 'None'] avg time: 0.06056734323501587s
['ArcConsistency', 'NKD', 'NKT', 'ForwardChecking', 'None', 'LCV'] avg time: 0.0606270432472229s
['ArcConsistency', 'NKT', 'NKD', 'ForwardChecking', 'MRV', 'None'] avg time: 0.060650181770324704s
['ForwardChecking', 'NKD', 'NKT', 'ArcConsistency', 'None', 'None'] avg time: 0.06066281795501709s
['NKT', 'ArcConsistency', 'ForwardChecking', 'NKD', 'None', 'LCV'] avg time: 0.060699284076690674s
['NKT', 'ForwardChecking', 'NKD', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.06071813106536865s
['ArcConsistency', 'NKT', 'ForwardChecking', 'NKD', 'MRV', 'None'] avg time: 0.0607257604598999s
['ForwardChecking', 'NKD', 'ArcConsistency', 'NKT', 'None', 'None'] avg time: 0.06073243618011474s
['ForwardChecking', 'NKD', 'NKT', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.06075078248977661s
['NKD', 'ForwardChecking', 'NKT', 'ArcConsistency', 'MRV', 'None'] avg time: 0.06076724529266357s
['ArcConsistency', 'NKD', 'NKT', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.06078016757965088s
['ArcConsistency', 'NKT', 'NKD', 'ForwardChecking', 'None', 'None'] avg time: 0.06078691482543945s
['ForwardChecking', 'NKD', 'ArcConsistency', 'NKT', 'None', 'LCV'] avg time: 0.060793709754943845s
['ForwardChecking', 'NKT', 'NKD', 'ArcConsistency', 'None', 'None'] avg time: 0.06079624891281128s
['ForwardChecking', 'ArcConsistency', 'NKT', 'NKD', 'MRV', 'None'] avg time: 0.06079646348953247s
['ForwardChecking', 'ArcConsistency', 'NKD', 'NKT', 'MRV', 'LCV'] avg time: 0.06080492734909058s
['NKT', 'ArcConsistency', 'ForwardChecking', 'NKD', 'MRV', 'None'] avg time: 0.060810279846191403s
['NKT', 'ForwardChecking', 'ArcConsistency', 'NKD', 'None', 'LCV'] avg time: 0.060895109176635744s
['ArcConsistency', 'ForwardChecking', 'NKD', 'NKT', 'None', 'None'] avg time: 0.06089879274368286s
['ForwardChecking', 'ArcConsistency', 'NKT', 'NKD', 'MRV', 'LCV'] avg time: 0.06091533899307251s
['ForwardChecking', 'NKD', 'ArcConsistency', 'NKT', 'MRV', 'LCV'] avg time: 0.06092038154602051s
['NKT', 'ForwardChecking', 'NKD', 'ArcConsistency', 'MRV', 'None'] avg time: 0.06092644929885864s
['NKD', 'NKT', 'ArcConsistency', 'ForwardChecking', 'None', 'LCV'] avg time: 0.06093583106994629s
['NKT', 'ArcConsistency', 'NKD', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.06095144748687744s
['NKT', 'ForwardChecking', 'NKD', 'ArcConsistency', 'None', 'LCV'] avg time: 0.060969984531402587s
['ForwardChecking', 'NKT', 'ArcConsistency', 'NKD', 'None', 'LCV'] avg time: 0.060982930660247806s
['NKT', 'ArcConsistency', 'NKD', 'ForwardChecking', 'MRV', 'None'] avg time: 0.060984575748443605s
['ForwardChecking', 'ArcConsistency', 'NKT', 'NKD', 'None', 'LCV'] avg time: 0.06099413633346558s
['ArcConsistency', 'NKT', 'NKD', 'ForwardChecking', 'None', 'LCV'] avg time: 0.06099907159805298s
['ArcConsistency', 'NKT', 'ForwardChecking', 'NKD', 'None', 'None'] avg time: 0.060999274253845215s
['NKD', 'ArcConsistency', 'NKT', 'ForwardChecking', 'MRV', 'None'] avg time: 0.06102902889251709s
['ArcConsistency', 'ForwardChecking', 'NKT', 'NKD', 'None', 'LCV'] avg time: 0.06105785369873047s
['ForwardChecking', 'ArcConsistency', 'NKD', 'NKT', 'None', 'None'] avg time: 0.061058223247528076s
['ForwardChecking', 'ArcConsistency', 'NKD', 'NKT', 'MRV', 'None'] avg time: 0.061083865165710446s
['NKD', 'ArcConsistency', 'NKT', 'ForwardChecking', 'None', 'None'] avg time: 0.06110062599182129s
['NKT', 'NKD', 'ForwardChecking', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.06111598014831543s
['NKD', 'ForwardChecking', 'ArcConsistency', 'NKT', 'None', 'LCV'] avg time: 0.06112804412841797s
['NKT', 'ArcConsistency', 'NKD', 'ForwardChecking', 'None', 'LCV'] avg time: 0.06114184856414795s
['ForwardChecking', 'NKT', 'ArcConsistency', 'NKD', 'MRV', 'LCV'] avg time: 0.061146092414855954s
['NKD', 'ForwardChecking', 'NKT', 'ArcConsistency', 'None', 'LCV'] avg time: 0.06115963459014893s
['NKT', 'ArcConsistency', 'NKD', 'ForwardChecking', 'None', 'None'] avg time: 0.061185145378112794s
['NKD', 'ArcConsistency', 'ForwardChecking', 'NKT', 'None', 'LCV'] avg time: 0.06119184494018555s
['ArcConsistency', 'NKD', 'ForwardChecking', 'NKT', 'None', 'LCV'] avg time: 0.06121300458908081s
['NKD', 'NKT', 'ArcConsistency', 'ForwardChecking', 'None', 'None'] avg time: 0.06122664213180542s
['ForwardChecking', 'NKD', 'NKT', 'ArcConsistency', 'MRV', 'None'] avg time: 0.061230015754699704s
['NKT', 'NKD', 'ForwardChecking', 'ArcConsistency', 'MRV', 'None'] avg time: 0.06124002933502197s
['NKT', 'NKD', 'DH', 'None'] avg time: 0.061251044273376465s
['ForwardChecking', 'NKT', 'NKD', 'ArcConsistency', 'None', 'LCV'] avg time: 0.061272048950195314s
['NKD', 'ForwardChecking', 'ArcConsistency', 'NKT', 'MRV', 'LCV'] avg time: 0.06130043268203735s
['NKD', 'ForwardChecking', 'NKT', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.06131268739700317s
['ArcConsistency', 'ForwardChecking', 'NKT', 'NKD', 'MRV', 'LCV'] avg time: 0.06134390830993652s
['ForwardChecking', 'ArcConsistency', 'NKD', 'NKT', 'None', 'LCV'] avg time: 0.06136503219604492s
['NKD', 'ArcConsistency', 'ForwardChecking', 'NKT', 'None', 'None'] avg time: 0.06137517690658569s
['ForwardChecking', 'NKT', 'ArcConsistency', 'NKD', 'None', 'None'] avg time: 0.061387622356414796s
['ForwardChecking', 'NKT', 'NKD', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.06139165163040161s
['NKD', 'NKT', 'DH', 'None'] avg time: 0.06141735315322876s
['ArcConsistency', 'NKT', 'NKD', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.0614210844039917s
['NKT', 'ForwardChecking', 'ArcConsistency', 'NKD', 'MRV', 'None'] avg time: 0.06142886877059937s
['ArcConsistency', 'NKD', 'NKT', 'ForwardChecking', 'None', 'None'] avg time: 0.06150166988372803s
['NKD', 'ArcConsistency', 'NKT', 'ForwardChecking', 'None', 'LCV'] avg time: 0.061534559726715087s
['NKT', 'ArcConsistency', 'ForwardChecking', 'NKD', 'MRV', 'LCV'] avg time: 0.06156761646270752s
['ForwardChecking', 'ArcConsistency', 'NKT', 'NKD', 'None', 'None'] avg time: 0.061614465713500974s
['NKD', 'NKT', 'ForwardChecking', 'ArcConsistency', 'None', 'LCV'] avg time: 0.06170850992202759s
['ArcConsistency', 'NKD', 'NKT', 'ForwardChecking', 'MRV', 'None'] avg time: 0.0617173433303833s
['NKT', 'NKD', 'ArcConsistency', 'ForwardChecking', 'MRV', 'None'] avg time: 0.06176064014434814s
['NKT', 'NKD', 'ArcConsistency', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.06181766986846924s
['ArcConsistency', 'NKD', 'ForwardChecking', 'NKT', 'None', 'None'] avg time: 0.06186866760253906s
['ArcConsistency', 'NKT', 'ForwardChecking', 'NKD', 'None', 'LCV'] avg time: 0.061941683292388916s
['ForwardChecking', 'NKD', 'NKT', 'ArcConsistency', 'None', 'LCV'] avg time: 0.06203889846801758s
['ArcConsistency', 'ForwardChecking', 'NKD', 'NKT', 'None', 'LCV'] avg time: 0.06205967664718628s
['ForwardChecking', 'NKT', 'ArcConsistency', 'NKD', 'MRV', 'None'] avg time: 0.062123095989227294s
['NKT', 'NKD', 'ArcConsistency', 'ForwardChecking', 'None', 'LCV'] avg time: 0.06222646236419678s
['NKD', 'NKT', 'ForwardChecking', 'ArcConsistency', 'MRV', 'None'] avg time: 0.06223540306091309s
['NKT', 'NKD', 'ForwardChecking', 'ArcConsistency', 'None', 'None'] avg time: 0.06227734088897705s
['NKT', 'NKD', 'ForwardChecking', 'ArcConsistency', 'None', 'LCV'] avg time: 0.0628941535949707s
['NKD', 'NKT', 'ForwardChecking', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.06296790838241577s
['NKD', 'DH', 'LCV'] avg time: 0.06361898183822631s
['ForwardChecking', 'NKT', 'NKD', 'MRV', 'None'] avg time: 0.06700693368911743s
['NKT', 'NKD', 'ForwardChecking', 'MRV', 'None'] avg time: 0.06736634969711304s
['ForwardChecking', 'NKD', 'NKT', 'MRV', 'LCV'] avg time: 0.0674096703529358s
['ForwardChecking', 'NKD', 'NKT', 'MRV', 'None'] avg time: 0.06743112802505494s
['NKD', 'ForwardChecking', 'NKT', 'MRV', 'None'] avg time: 0.06745507717132568s
['NKD', 'NKT', 'ForwardChecking', 'MRV', 'None'] avg time: 0.06750271320343018s
['ForwardChecking', 'NKT', 'NKD', 'None', 'None'] avg time: 0.06761555671691895s
['NKT', 'NKD', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.06763046979904175s
['ForwardChecking', 'NKT', 'NKD', 'None', 'LCV'] avg time: 0.06772037744522094s
['NKT', 'NKD', 'ForwardChecking', 'None', 'LCV'] avg time: 0.06772308349609375s
['NKT', 'ForwardChecking', 'NKD', 'None', 'LCV'] avg time: 0.0678326964378357s
['NKD', 'ForwardChecking', 'NKT', 'None', 'LCV'] avg time: 0.06795437335968017s
['NKT', 'ForwardChecking', 'NKD', 'MRV', 'LCV'] avg time: 0.06804027557373046s
['ForwardChecking', 'NKT', 'NKD', 'MRV', 'LCV'] avg time: 0.06811848878860474s
['NKD', 'NKT', 'ForwardChecking', 'None', 'None'] avg time: 0.06820255517959595s
['NKD', 'ForwardChecking', 'NKT', 'None', 'None'] avg time: 0.06836023330688476s
['NKT', 'ForwardChecking', 'NKD', 'None', 'None'] avg time: 0.06846311092376708s
['NKD', 'NKT', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.0684896469116211s
['ForwardChecking', 'NKD', 'NKT', 'None', 'LCV'] avg time: 0.06876798868179321s
['NKD', 'NKT', 'ForwardChecking', 'None', 'LCV'] avg time: 0.06890008449554444s
['ForwardChecking', 'NKD', 'NKT', 'None', 'None'] avg time: 0.06911358833312989s
['NKT', 'ForwardChecking', 'NKD', 'MRV', 'None'] avg time: 0.06914176940917968s
['NKD', 'ForwardChecking', 'NKT', 'MRV', 'LCV'] avg time: 0.06931884288787842s
['NKT', 'NKD', 'ForwardChecking', 'None', 'None'] avg time: 0.07043637037277221s
['NKD', 'DH', 'None'] avg time: 0.07107508182525635s
['NKD', 'ForwardChecking', 'MRV', 'None'] avg time: 0.07401112318038941s
['ForwardChecking', 'NKD', 'MRV', 'LCV'] avg time: 0.07409492731094361s
['NKD', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.07452191114425659s
['ForwardChecking', 'NKD', 'MRV', 'None'] avg time: 0.07589290142059327s
['NKD', 'ForwardChecking', 'None', 'LCV'] avg time: 0.07937240600585938s
['ForwardChecking', 'NKD', 'None', 'LCV'] avg time: 0.07953606843948365s
['NKD', 'ForwardChecking', 'None', 'None'] avg time: 0.08076710700988769s
['ForwardChecking', 'NKD', 'None', 'None'] avg time: 0.08089020252227783s
['NKD', 'ArcConsistency', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.08470131158828735s
['ArcConsistency', 'ForwardChecking', 'NKD', 'DH', 'LCV'] avg time: 0.08503451347351074s
['ArcConsistency', 'NKD', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.08531157970428467s
['ForwardChecking', 'ArcConsistency', 'NKD', 'DH', 'LCV'] avg time: 0.08533675670623779s
['NKD', 'ForwardChecking', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.08547022342681884s
['ForwardChecking', 'NKD', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.0859083890914917s
['NKT', 'DH', 'None'] avg time: 0.08694702386856079s
['NKT', 'ForwardChecking', 'NKD', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.08719631433486938s
['ArcConsistency', 'NKD', 'ForwardChecking', 'DH', 'None'] avg time: 0.08721647262573243s
['NKD', 'ArcConsistency', 'ForwardChecking', 'DH', 'None'] avg time: 0.0872305154800415s
['ArcConsistency', 'NKD', 'ForwardChecking', 'NKT', 'DH', 'LCV'] avg time: 0.08733218908309937s
['ForwardChecking', 'NKT', 'NKD', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.08745101690292359s
['NKD', 'ForwardChecking', 'ArcConsistency', 'DH', 'None'] avg time: 0.08749648332595825s
['ArcConsistency', 'NKT', 'NKD', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.08751847743988037s
['ArcConsistency', 'ForwardChecking', 'NKD', 'DH', 'None'] avg time: 0.08753294944763183s
['NKD', 'ForwardChecking', 'ArcConsistency', 'NKT', 'DH', 'LCV'] avg time: 0.08769620656967163s
['ArcConsistency', 'NKD', 'NKT', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.08773497343063355s
['ForwardChecking', 'NKT', 'ArcConsistency', 'NKD', 'DH', 'LCV'] avg time: 0.087738037109375s
['ForwardChecking', 'NKD', 'ArcConsistency', 'DH', 'None'] avg time: 0.0877690076828003s
['NKT', 'NKD', 'ArcConsistency', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.08793878555297852s
['ForwardChecking', 'ArcConsistency', 'NKD', 'DH', 'None'] avg time: 0.08800630569458008s
['NKD', 'NKT', 'ForwardChecking', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.0880350112915039s
['ForwardChecking', 'ArcConsistency', 'NKD', 'NKT', 'DH', 'LCV'] avg time: 0.08810042142868042s
['ArcConsistency', 'NKT', 'ForwardChecking', 'NKD', 'DH', 'LCV'] avg time: 0.08815141916275024s
['NKT', 'NKD', 'ForwardChecking', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.0883449912071228s
['ForwardChecking', 'NKD', 'ArcConsistency', 'NKT', 'DH', 'LCV'] avg time: 0.08836420774459838s
['ForwardChecking', 'NKD', 'NKT', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.08846629858016967s
['ForwardChecking', 'ArcConsistency', 'NKT', 'NKD', 'DH', 'LCV'] avg time: 0.08848116397857667s
['NKT', 'ArcConsistency', 'ForwardChecking', 'NKD', 'DH', 'LCV'] avg time: 0.08859413862228394s
['NKT', 'ForwardChecking', 'ArcConsistency', 'NKD', 'DH', 'LCV'] avg time: 0.08860574960708618s
['ArcConsistency', 'ForwardChecking', 'NKD', 'NKT', 'DH', 'LCV'] avg time: 0.08872323036193848s
['ArcConsistency', 'ForwardChecking', 'NKT', 'NKD', 'DH', 'LCV'] avg time: 0.08875347375869751s
['ForwardChecking', 'ArcConsistency', 'NKD', 'NKT', 'DH', 'None'] avg time: 0.08882942199707031s
['NKD', 'NKT', 'ArcConsistency', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.0888598084449768s
['NKD', 'ForwardChecking', 'NKT', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.08887015581130982s
['NKD', 'ForwardChecking', 'NKT', 'ArcConsistency', 'DH', 'None'] avg time: 0.08890972137451172s
['ArcConsistency', 'NKD', 'NKT', 'ForwardChecking', 'DH', 'None'] avg time: 0.08895667791366577s
['ForwardChecking', 'NKD', 'NKT', 'ArcConsistency', 'DH', 'None'] avg time: 0.08912850618362426s
['ArcConsistency', 'NKT', 'ForwardChecking', 'NKD', 'DH', 'None'] avg time: 0.08925437927246094s
['ForwardChecking', 'NKT', 'NKD', 'ArcConsistency', 'DH', 'None'] avg time: 0.08934588432312011s
['NKD', 'NKT', 'ArcConsistency', 'ForwardChecking', 'DH', 'None'] avg time: 0.08947405815124512s
['ArcConsistency', 'ForwardChecking', 'NKD', 'NKT', 'DH', 'None'] avg time: 0.0894955039024353s
['NKD', 'ArcConsistency', 'ForwardChecking', 'NKT', 'DH', 'LCV'] avg time: 0.08951650857925415s
['NKT', 'ForwardChecking', 'NKD', 'ArcConsistency', 'DH', 'None'] avg time: 0.08966172933578491s
['ForwardChecking', 'NKD', 'ArcConsistency', 'NKT', 'DH', 'None'] avg time: 0.08974664211273194s
['NKT', 'ArcConsistency', 'ForwardChecking', 'NKD', 'DH', 'None'] avg time: 0.08985711336135864s
['NKD', 'NKT', 'ForwardChecking', 'ArcConsistency', 'DH', 'None'] avg time: 0.08994481563568116s
['NKT', 'ForwardChecking', 'ArcConsistency', 'NKD', 'DH', 'None'] avg time: 0.08999345302581788s
['ForwardChecking', 'NKT', 'ArcConsistency', 'NKD', 'DH', 'None'] avg time: 0.09010401964187623s
['ArcConsistency', 'NKT', 'NKD', 'ForwardChecking', 'DH', 'None'] avg time: 0.09010765552520753s
['NKD', 'ArcConsistency', 'NKT', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.09012564420700073s
['NKT', 'ArcConsistency', 'NKD', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.09012600183486938s
['NKT', 'NKD', 'ArcConsistency', 'ForwardChecking', 'DH', 'None'] avg time: 0.09028338193893433s
['ForwardChecking', 'ArcConsistency', 'NKT', 'NKD', 'DH', 'None'] avg time: 0.09035502672195435s
['ArcConsistency', 'ForwardChecking', 'NKT', 'NKD', 'DH', 'None'] avg time: 0.09044760465621948s
['NKD', 'ArcConsistency', 'NKT', 'ForwardChecking', 'DH', 'None'] avg time: 0.09048854112625122s
['ArcConsistency', 'NKD', 'ForwardChecking', 'NKT', 'DH', 'None'] avg time: 0.09056413173675537s
['ArcConsistency', 'NKD', 'None', 'None'] avg time: 0.09082145690917968s
['ArcConsistency', 'NKD', 'MRV', 'None'] avg time: 0.09102866649627686s
['ArcConsistency', 'NKD', 'None', 'LCV'] avg time: 0.09124987125396729s
['NKT', 'NKD', 'ForwardChecking', 'ArcConsistency', 'DH', 'None'] avg time: 0.09151884317398071s
['NKD', 'ForwardChecking', 'ArcConsistency', 'NKT', 'DH', 'None'] avg time: 0.09154764413833619s
['NKT', 'ArcConsistency', 'NKD', 'ForwardChecking', 'DH', 'None'] avg time: 0.09165393114089966s
['NKD', 'ArcConsistency', 'None', 'LCV'] avg time: 0.09174281358718872s
